record_id,pdf_page_start,pdf_page_end,row_type,section,chapter,text
2172,262,262,paragraph,Luke,2,"No one, looking upon the childlike countenance, shining with animation, could say that Christ was just like other children. He was God in human flesh. When urged by His companions to do wrong, divinity flashed through humanity, and He refused decidedly. In a moment He distinguished between right and wrong, and placed sin in the light of God's commands, holding up the law as a mirror which reflected light upon wrong. It was this keen discrimination between right and wrong that often provoked Christ's brothers to anger. Yet His appeals and entreaties, and the sorrow expressed in His countenance, revealed such a tender, earnest love for them that they were ashamed of having tempted Him to deviate from His strict sense of justice and loyalty (YI Sept. 8, 1898). {5BC 1117.3}"
2173,262,262,paragraph,Luke,2,"40, 52. Growth in Knowledge and Service.--Though He increased in knowledge, and the grace of God was upon Him, yet He did not become lifted up in pride, or feel that He was above doing the most humble toil. He took His share of the burden, together with His father, mother, and brethren. He toiled to sustain the family, and shared in the work that would meet the expenses of the household. Though His wisdom had astonished the doctors, yet He meekly subjected Himself to His human guardians, bore His part in the family burdens, and worked with His own hands as any toiler would work. It is stated of Jesus that (as He advanced in years) He ""increased in wisdom and stature, and in favour with God and man."" {5BC 1117.4}"
2174,263,263,paragraph,Luke,2,"The knowledge He was daily obtaining of His wonderful mission did not disqualify Him for performing the most humble duties. He cheerfully took up the work that devolves upon youth who dwell in humble households pressed by poverty. He understood the temptations of children; for He bore their sorrows and trials. Firm and steadfast was His purpose to do the right. Though enticed to evil, He refused to depart in a single instance from the strictest truth and rectitude. He maintained perfect filial obedience; but His spotless life aroused the envy and jealousy of His brethren. His childhood and youth were anything but smooth and joyous. His brethren did not believe on Him, and were annoyed because He did not in all things act as they did, and become one of them in the practice of evil. In His home life He was cheerful, but never boisterous. He ever maintained the attitude of a learner. He took great delight in nature, and God was His teacher (ST July 30, 1896). {5BC 1117.5}"
2175,263,263,paragraph,Luke,2,"The Light and Joy of the Family.--Christ is the ideal for all humanity. He has left a perfect example for childhood, youth, and manhood. He came to this earth, and passed through the different phases of human life. He talked and acted like other children and youth, except that He did no wrong. Sin found no place in His life. Ever He lived in an atmosphere of heavenly purity. From childhood to manhood He preserved unsullied His trust in God. The Word says of Him, . . . He ""increased in wisdom and stature, and in favour with God and man."" {5BC 1117.6}"
2176,263,263,paragraph,Luke,2,"In the sanctuary of the home, Jesus received His education, not merely from His parents, but from His heavenly Father. As He grew older, God opened to Him more and more of the great work before Him. But notwithstanding His knowledge of this, He assumed no airs of superiority. Never did He by disrespect cause His parents pain or anxiety. He delighted to honor and obey them. Although He was not ignorant of His great mission, He consulted their wishes, and submitted to their authority. {5BC 1117.7}"
2177,263,263,paragraph,Luke,2,"Christ had been Commander of the heavenly host; but He did not because of this excuse Himself from labor, allowing His parents to support Him. While still quite young, He learned a trade, and faithfully discharged His daily duties, contributing to the support of the family. {5BC 1118.1}"
2178,263,263,paragraph,Luke,2,"Christ was the light and joy of the family circle (YI Aug. 22, 1901). {5BC 1118.2}"
2179,263,263,paragraph,Luke,2,41-49. No Lesson to Be Lost.--Not one act in the life of Christ was unimportant. Every event of His life was for the benefit of His followers in future time. This circumstance of the tarry of Christ in Jerusalem teaches an important lesson to those who should believe on Him. . . . {5BC 1118.3}
2180,263,263,paragraph,Luke,2,"Jesus was acquainted with hearts. He knew that, as the crowd returned in company from Jerusalem, there would be much talking and visiting which would not be seasoned with humility and grace, and the Messiah and His mission would be nearly forgotten. It was His choice to return from Jerusalem with His parents alone; for in being retired, His father and mother would have more time for reflection, and for meditation upon the prophecies which referred to His future sufferings and death. He did not wish the painful events which they were to experience in His offering up His life for the sins of the world, to be new and unexpected to them. He was separated from them in their return to Jerusalem. After the celebration of the Passover, they sought Him sorrowing three days. When He should be slain for the sins of the world, He would be separated from them, lost to them, for three days. But after that, He would reveal Himself to them, and be found of them, and their faith rely upon Him as the Redeemer of the fallen race, the advocate with the Father in their behalf. {5BC 1118.4}"
2181,264,264,paragraph,Luke,2,"Here is a lesson of instruction to all the followers of Christ. He designed that none of these lessons should be lost, but be written for the benefit of future generations. There is necessity of carefulness of words and actions when Christians are associated together, lest Jesus be forgotten of them, and they pass along careless of the fact that Jesus is not among them. When they are aroused to their condition, they discover that they have journeyed without the presence of Him who could give peace and joy to their hearts, and days are occupied in returning, and searching for Him whom they should have retained with them every moment. Jesus will not be found in the company of those who are careless of His presence, and who engage in conversation having no reference to their Redeemer, in whom they profess their hopes of eternal life are centered. Jesus shuns the company of such, so also do the angels who do His commands. These heavenly messengers are not attracted to the crowd where minds are diverted from heavenly things. These pure and holy spirits cannot remain in the company where Jesus' presence is not desired and encouraged, and His absence not marked. For this reason, great mourning, grief, and discouragement exist. Through lack of meditation, watchfulness, and prayer, they have lost all that is valuable. The divine rays of light emanating from Jesus are not with them, cheering them with their loving, elevating influence. They are enshrouded in gloom, because their careless, irreverent spirit has separated Jesus from their company, and driven the ministering angels from them. Many who attend meetings of devotion, and have been instructed by the servants of God, and been greatly refreshed and blessed in seeking Jesus, have returned to their homes no better than they left them, because they did not feel the importance of praying and watching thereunto, as they returned to their homes. They frequently feel inclined to complain of others, because they realize their loss. Some murmur against God, and do not reproach themselves as being the cause of their own darkness, and sufferings of mind. These should not reflect upon others. The fault is in themselves. They talked and jested, and visited away the heavenly Guest, and themselves they have only to blame. It is the privilege of all to retain Jesus with them. If they do this, their words must be select, seasoned with grace. The thoughts of their hearts must be disciplined to meditate upon heavenly and divine things (2SP 35-38). {5BC 1118.5}"
2182,264,264,paragraph,Luke,2,"46. A Pattern in Courtesy.--After Joseph and Mary had searched for Him for three days, they found Him in the court of the temple, ""sitting in the midst of the doctors, both hearing them, and asking them questions. And all that heard Him were astonished at His understanding and answers."" He asked His questions with a grace that charmed these learned men. He was a perfect pattern for all youth. Ever He manifested deference and respect for age. The religion of Jesus will never lead any child to be rude and uncourteous (YI Sept. 8, 1898). {5BC 1119.1}"
2183,264,264,paragraph,Luke,2,"50, 51. A Constant Ministry.--[Luke 2:50, 51 quoted.] Christ did not enter upon His public ministry for eighteen years after this, but He was constantly ministering to others, improving every opportunity offered Him. Even in His childhood He spoke words of comfort and tenderness to young and old. His mother could not but mark His words, His spirit, His willing obedience to all her requirements (YI Sept. 8, 1898). {5BC 1119.2}"
2184,264,264,paragraph,Luke,2,"51. See EGW on John 2:1, 2. {5BC 1119.3}"
2185,264,264,chapter_heading,Luke,3,Chapter 3
2186,264,264,paragraph,Luke,3,"2-4. See EGW on ch. 1:76, 77. {5BC 1119.4}"
2187,264,264,paragraph,Luke,3,"7-9. See EGW on Matt. 3:7, 8. {5BC 1119.5}"
2188,265,265,paragraph,Luke,3,"15, 16 (John 1:26, 27). No Worldly Aspirations.--The people thought that John might be the promised Messiah. His life was so unselfish, marked with humility and self-denial. His teachings, exhortations, and reproofs, were fervent, sincere, and courageous. In his mission, he turned not to the right or to the left to court the favors or applause of any. He did not aspire to worldly honor or worldly dignity, but was humble in heart and life, and did not assume honors that did not belong to him. He assured his followers that he was not the Christ (2SP 57). {5BC 1119.6}"
2189,265,265,paragraph,Luke,3,"21, 22. See EGW on Matt. 3:13-17; 4:1-11. {5BC 1119.7}"
2190,265,265,chapter_heading,Luke,4,Chapter 4
2191,265,265,paragraph,Luke,4,1-4. See EGW on Matt. 4:1-4. {5BC 1119.8}
2192,265,265,paragraph,Luke,4,"1-13. See EGW on Matt. 4:1-11; John 2:1, 2. {5BC 1119.9}"
2193,265,265,paragraph,Luke,4,"2. See EGW on Matt. 4:1, 2. {5BC 1119.10}"
2194,265,265,paragraph,Luke,4,"5-8 (Matt. 4:8-10). Satan Tried to Make a Contract With Christ.-- [Luke 4:5-8 quoted.] This presumptuous blasphemy, and insult to Jehovah, excited the indignation of Christ, and led Him to exercise His divine authority, and command Satan in an authoritative, dignified manner to desist. Here Satan, in his pride and arrogance, declared himself to be the rightful and permanent ruler of the world, the possessor of all its glory, as though he had created the world and all the riches and glory contained in it. He endeavored to make a special contract with Christ, to make over to Him at once the whole of his claim, if He would worship him. {5BC 1119.11}"
2195,265,265,paragraph,Luke,4,"Here Satan showed Jesus the kingdoms of the world. They were presented in the most attractive light. He offered them to Jesus if He would there worship him. He told Jesus that he would relinquish his claims of the possessions of earth. Satan knew that his power must be limited, and finally taken away, if the plan of salvation should be carried out. He knew that if Jesus should die to redeem man, his power would end after a season, and he would be destroyed. Therefore it was his studied plan to prevent, if possible, the completion of the great work which had been commenced by the Son of God. If the plan of man's redemption should fail, he would retain the kingdom which he then claimed. And if he should succeed, he flattered himself that he would reign in opposition to the God of heaven (Redemption: or The First Advent of Christ, pp. 50, 51). {5BC 1119.12}"
2196,265,265,paragraph,Luke,4,"6. Two Parties and Two Banners.--Satan has called this world his territory. Here his seat is, and he holds in allegiance to himself all who refuse to keep God's commandments, who reject a plain, ""Thus saith the Lord."" They stand under the enemy's banner; for there are but two parties in the world. All rank either under the banner of the obedient or under the banner of the disobedient (MS 41, 1898). {5BC 1119.13}"
2197,265,265,paragraph,Luke,4,8. See EGW on Matt. 4:10. {5BC 1119.14}
2198,265,265,paragraph,Luke,4,13. See EGW on Matt. 4:11. {5BC 1119.15}
2199,265,266,paragraph,Luke,4,"18, 19. (Matt. 7:29; 22:29; Mark 12:37). The Gospel to the Poor.-- Christ came to preach the gospel to the poor. He reached the people where they were. He brought plain, simple truth to their comprehension. How simple His language! Even the poorest, the unlearned and ignorant, could understand Him. Not one needed go to a dictionary to obtain the meaning of the high-sounding titles or words that fell from the lips of the greatest Teacher the world ever knew. While the priests, the rulers, and the expounders of the law were considering themselves as the only teachers of the people, He told these learned rabbis that they were both ignorant of the Scriptures and of the power of God (RH July 19, 1887). {5BC 1119.16}"
2200,266,266,chapter_heading,Luke,5,Chapter 5
2201,266,266,paragraph,Luke,5,"29 (Matt. 9:9, 10; Mark 2:14, 15). Matthew Honored Christ Before Friends.--In his grateful humility, Matthew desired to show his appreciation of the honor bestowed upon him, and, calling together those who had been his associates in business, in pleasure, and sin, he made a great feast for the Saviour. If Jesus would call him, who was so sinful and unworthy, He would surely accept his former companions who were, thought Matthew, far more deserving than himself. Matthew had a great longing that they should share the benefits of the mercies and grace of Christ. He desired them to know that Christ did not, as did the scribes and Pharisees, despise and hate the publicans and sinners. He wanted them to know Christ as the blessed Saviour. {5BC 1120.1}"
2202,266,266,paragraph,Luke,5,"At the feast the Saviour occupied the most honored seat. Matthew was now the servant of Christ, and he would have his friends know in what light he regarded his Leader and Master. He would have them know that he felt highly honored in entertaining so royal a guest. {5BC 1120.2}"
2203,266,266,paragraph,Luke,5,"Jesus never refused an invitation to such a feast. The object ever before Him was to sow in the hearts of His hearers the seeds of truth, through His winning conversation to draw hearts to Himself. In His every act Christ had a purpose, and the lesson which He gave on this occasion was timely and appropriate. By this act He declared that even publicans and sinners were not excluded from His presence. Publicans and sinners could now bear the testimony that Christ honored them with His presence and conversed with them (MS 3, 1898). {5BC 1120.3}"
2204,266,266,paragraph,Luke,5,30. See EGW on Matt. 9:11. {5BC 1120.4}
2205,266,266,paragraph,Luke,5,"31, 32. See EGW on Matt. 9:12, 13. {5BC 1120.5}"
2206,266,266,paragraph,Luke,5,32. See EGW on Matt. 9:13. {5BC 1120.6}
2207,266,266,paragraph,Luke,5,"37, 38. See EGW on Matt. 9:17. {5BC 1120.7}"
2208,266,266,chapter_heading,Luke,6,Chapter 6
2209,266,266,paragraph,Luke,6,"37. See EGW on Matt. 7:1, 2. {5BC 1120.8}"
2210,266,266,chapter_heading,Luke,7,Chapter 7
2211,266,267,paragraph,Luke,7,"29, 30 (Matt. 13:15; John 12:39, 40). Pharisees Did Not Blindly Oppose Christ.--The scribes, Pharisees, and rulers were determined that they would not see the evidences of truth, and they evaded the most manifest conclusions. To justify their course of stubborn unbelief, they lost no possible opportunity of seizing upon anything in the teaching of Jesus that they could misconstrue, misapply, or falsify. When there was no possibility of misapplying the truth of Christ's words, these men who rejected the counsel of God against themselves, started questions that had no reference to the matter in hand, so as to attract the attention of the people away from the lesson that Jesus sought to teach, and adroitly evade the truth. The Pharisees were not blindly opposing the doctrines of Christ; for the truth made deep impressions upon their minds; but they resisted truth, and went contrary to their convictions, closing their eyes lest they should see, hardening the heart, lest they should perceive, and be converted, and Christ should heal them (RH Oct. 18, 1892). {5BC 1120.9}"
2212,267,267,chapter_heading,Luke,8,Chapter 8
2213,267,267,paragraph,Luke,8,"46. See EGW on Acts 19:11, 12, 17. {5BC 1120.10}"
2214,267,267,chapter_heading,Luke,9,Chapter 9
2215,267,267,paragraph,Luke,9,"23 (Matt. 16:24; Mark 8:34; see EGW on Matt. 11:28-30). Shunning Cross Means Shunning Reward.--[Luke 9:23 quoted.] These words are spoken to every one who desires to be a Christian. He who shuns the cross shuns the reward promised to the faithful (Letter 144, 1901). {5BC 1120.11}"
2216,267,267,paragraph,Luke,9,28-31. See EGW on Matt. 17:1-3. {5BC 1120.12}
2217,267,267,chapter_heading,Luke,10,Chapter 10
2218,267,267,paragraph,Luke,10,13-15. See EGW on Matt. 11:20-24. {5BC 1121.1}
2219,267,267,paragraph,Luke,10,27. See EGW on Matt. 22:37-39; Mark 12:30. {5BC 1121.2}
2220,267,267,chapter_heading,Luke,11,Chapter 11
2221,267,267,paragraph,Luke,11,15. See EGW on Matt. 12:24-32. {5BC 1121.3}
2222,267,267,paragraph,Luke,11,"21-23. See EGW on Matt. 12:29, 30. {5BC 1121.4}"
2223,267,267,paragraph,Luke,11,23. See EGW on Matt. 16:24. {5BC 1121.5}
2224,267,267,paragraph,Luke,11,24-26. See EGW on Matt. 12:43-45. {5BC 1121.6}
2225,267,267,paragraph,Luke,11,31. See EGW on Matt. 12:42. {5BC 1121.7}
2226,267,267,paragraph,Luke,11,42-44. See EGW on Matt. 23:13-33. {5BC 1121.8}
2227,267,267,chapter_heading,Luke,12,Chapter 12
2228,267,268,paragraph,Luke,12,"1 (Matt. 16:6). Hypocrisy Is Like Leaven.--[Luke 12:1 quoted.] . . . Our Saviour presented before the people of that time the character of their sins. His plain words aroused the consciences of the hearers, but Satan's counter-working agencies were seeking for a place for their theories, to attract minds from the plainly spoken truth. As the great Teacher would speak impressive truth, the scribes and Pharisees, under pretense of being interested, would assemble around the disciples and Christ, and divert the minds of the disciples by starting questions to create controversy. They pretended that they wanted to know the truth. Christ was interrupted on this occasion as on many similar occasions. And He wished His disciples to listen to the words He had to say, and not allow anything to attract and hold their attention. Therefore He warned them, ""Beware of the leaven of the Pharisees, which is hypocrisy."" They feigned a desire to get as close as possible to the inner circle. As the Lord Jesus presented truth in contrast to error, the Pharisees pretended to be desirous of understanding the truth, yet they were trying to lead His mind in other channels. {5BC 1121.9}"
2229,268,268,paragraph,Luke,12,"Hypocrisy is like leaven or yeast. Leaven may be hidden in the flour, and its presence is not known until it produces its effect. By insinuating itself, it soon pervades the whole mass. Hypocrisy works secretly, and if indulged, it will fill the mind with pride and vanity. There are deceptions practiced now similar to those practiced by the Pharisees. When the Saviour gave this caution, it was to warn all who believe in Him to be on guard. Watch against imbibing this spirit, and becoming like those who tried to ensnare the Saviour (MS 43, 1896). {5BC 1121.10}"
2230,268,268,paragraph,Luke,12,"10. See EGW on Matt. 12:31, 32. {5BC 1121.11}"
2231,268,268,paragraph,Luke,12,"16-21. See EGW on 1 Sam. 25:10, 11. {5BC 1121.12}"
2232,268,268,paragraph,Luke,12,35. See EGW on Matt. 25:7. {5BC 1121.13}
2233,268,268,paragraph,Luke,12,"48 (John 15:22). God's Tests Differ.-- God's test of the heathen, who have not the light, and of those living where the knowledge of truth and light has been abundant, is altogether different. He accepts from those in heathen lands a phase of righteousness which does not satisfy Him when offered by those of Christian lands. He does not require much where much has not been bestowed (MS 130, 1899). {5BC 1121.14}"
2234,268,268,paragraph,Luke,12,50. See EGW on Matt. 26:42. {5BC 1121.15}
2235,268,268,paragraph,Luke,12,51. See EGW on Matt. 10:34. {5BC 1121.16}
2236,268,268,chapter_heading,Luke,13,Chapter 13
2237,268,268,paragraph,Luke,13,18. See EGW on Mark 4:30. {5BC 1121.17}
2238,268,268,paragraph,Luke,13,"34, 35. See EGW on Matt. 23:37-39. {5BC 1121.18}"
2239,268,268,chapter_heading,Luke,14,Chapter 14
2240,268,268,paragraph,Luke,14,"16, 17. See EGW on Matt. 22:2-4. {5BC 1121.19}"
2241,268,269,paragraph,Luke,14,"28-33. The Weak May Do Deeds of Omnipotence.--To us as well as to the disciples, Christ has given the work of carrying the truth to the world. But before engaging in this great and aggressive warfare, upon which eternal results depend, Christ invites all to count the cost. He assures them that if they take hold of the work with undivided hearts, giving themselves as light bearers to the world, if they will take hold of His strength, they will make peace with Him, and obtain supernatural assistance that will enable them in their weakness to do the deeds of Omnipotence. If they go forward with faith in God, they will not fail nor become discouraged, but will have the assurance of infallible success (RH March 15, 1898). {5BC 1121.20}"
2242,269,269,chapter_heading,Luke,16,Chapter 16
2243,269,269,paragraph,Luke,16,13. See EGW on Matt. 6:24. {5BC 1121.21}
2244,269,269,chapter_heading,Luke,17,Chapter 17
2245,269,269,paragraph,Luke,17,"5. Increasing Faith.--You have to talk faith, you have to live faith, you have to act faith, that you may have an increase of faith; and thus exercising that living faith you will grow to strong men and women in Christ Jesus (MS 1, 1889). {5BC 1121.22}"
2246,269,269,paragraph,Luke,17,"10 (Eph. 1:6, 2:8-10; 2 Tim. 1:9; Titus 2:14; 3:5; James 2:22). Good Works No Plea for Salvation.--Our acceptance with God is sure only through His beloved Son, and good works are but the result of the working of His sin-pardoning love. They are no credit to us, and we have nothing accorded to us for our good works by which we may claim a part in the salvation of our souls. Salvation is God's free gift to the believer, given to him for Christ's sake alone. The troubled soul may find peace through faith in Christ, and his peace will be in proportion to his faith and trust. He cannot present his good works as a plea for the salvation of his soul. {5BC 1122.1}"
2247,269,269,paragraph,Luke,17,"But are good works of no real value? Is the sinner who commits sin every day with impunity, regarded of God with the same favor as the one who through faith in Christ tries to work in his integrity? The Scripture answers, ""We are his workmanship, created in Christ Jesus unto good works, which God hath before ordained that we should walk in them."" In His divine arrangement, through His unmerited favor, the Lord has ordained that good works shall be rewarded. We are accepted through Christ's merit alone; and the acts of mercy, the deeds of charity, which we perform, are the fruits of faith; and they become a blessing to us; for men are to be rewarded according to their works. It is the fragrance of the merit of Christ that makes our good works acceptable to God, and it is grace that enables us to do the works for which He rewards us. Our works in and of themselves have no merit. When we have done all that it is possible for us to do, we are to count ourselves as unprofitable servants. We deserve no thanks from God. We have only done what it was our duty to do, and our works could not have been performed in the strength of our own sinful natures. {5BC 1122.2}"
2248,269,269,paragraph,Luke,17,"The Lord has bidden us to draw nigh to Him and He will draw nigh to us; and drawing nigh to Him, we receive the grace by which to do those works which will be rewarded at His hands (RH Jan. 29, 1895). {5BC 1122.3}"
2249,269,269,paragraph,Luke,17,"28-30 (Gen. 19:24, 25). Rocked in Cradle of Carnal Security.--As the sun arose for the last time upon the cities of the plain, the people thought to commence another day of godless riot. All were eagerly planning their business or their pleasure, and the messenger of God was derided for his fears and his warnings. Suddenly as the thunder peal from an unclouded sky, fell balls of fire on the doomed capital. ""So shall also the coming of the Son of man be."" The people will be eating and drinking, planting and building, marrying and giving in marriage, until the wrath of God shall be poured out without mixture of mercy. The world will be rocked to sleep in the cradle of carnal security . . . . The multitudes are striving to forget God, and they eagerly accept fables, that they may pursue the path of self-indulgence undisturbed (RH Oct. 26, 1886). {5BC 1122.4}"
2250,270,270,chapter_heading,Luke,18,Chapter 18
2251,270,270,paragraph,Luke,18,15-17. See EGW on Matt. 19:13-15. {5BC 1122.5}
2252,270,270,paragraph,Luke,18,35-43. See EGW on Mark 10:46-52. {5BC 1122.6}
2253,270,270,chapter_heading,Luke,19,Chapter 19
2254,270,270,paragraph,Luke,19,"12, 13. See EGW on Matt. 25:14, 15. {5BC 1122.7}"
2255,270,270,paragraph,Luke,19,"41-44. Present Sins Fix Guilt.--The generation that Jesus denounced was not responsible for the sins of their fathers, only so far as they followed their evil practices, and thus made themselves accountable for their course of hatred and revenge in persecuting the ancient messengers of God. It was the present mercies and warnings which that generation were rejecting that fastened upon them guilt which the blood of bulls and goats could not wash away. Proud, self-righteous, and independent, they had separated farther and farther from heaven until they had become willing subjects of Satan. The Jewish nation for centuries had been forging the fetters which that generation were irrevocably fastening upon themselves. (3SP 10, 11). {5BC 1122.8}"
2256,270,270,paragraph,Luke,19,42. See EGW on Matt. 23:37-39. {5BC 1122.9}
2257,270,270,paragraph,Luke,19,44. See EGW on Matt. 24:2. {5BC 1122.10}
2258,270,270,chapter_heading,Luke,21,Chapter 21
2259,270,270,paragraph,Luke,21,"8. See EGW on Matt. 24:23, 24. {5BC 1122.11}"
2260,270,270,paragraph,Luke,21,"16-19. A Desperate Companionship for Evil.--Christ shows that without the controlling power of the Spirit of God humanity is a terrible power for evil. Unbelief, hatred of reproof, will stir up satanic influences. Principalities and powers, the rulers of the darkness of this world, and spiritual wickedness in high places will unite in a desperate companionship. They will be leagued against God in the person of His saints. By misrepresentation and falsehood they will demoralize both men and women who to all appearances believe the truth. False witnesses will not be wanting in this terrible work [Luke 21:16-19 quoted] (MS 40, 1897). {5BC 1122.12}"
2261,270,270,paragraph,Luke,21,"20. Scenes to Be Repeated.--After speaking of the end of the world, Jesus comes back to Jerusalem, the city then sitting in pride and arrogance, and saying, ""I sit a queen, ... and shall see no sorrow."" As His prophetic eye rested upon Jerusalem, He sees that as she was given up to destruction, the world will be given up to its doom. The scenes that transpired at the destruction of Jerusalem will be repeated at the great and terrible day of the Lord, but in a more fearful manner (MS 40, 1897). {5BC 1123.1}"
2262,270,270,chapter_heading,Luke,22,Chapter 22
2263,270,270,paragraph,Luke,22,"1, 2. See EGW on Matt. 26:3. {5BC 1123.2}"
2264,270,271,paragraph,Luke,22,"3-5 (Matt. 26:14-16; Mark 14:10, 11; John 13:2, 27). Christ Purchased by Temple Money.--At the Passover the case of Judas was decided. Satan took control of heart and mind. He thought that Christ was either to be crucified, or would have to deliver Himself out of the hands of His enemies. At all events, he would make something out of the transaction, and make a sharp bargain by betraying his Lord. He went to the priests and offered to aid them in searching for Him who was accounted the troubler of Israel. Thus it was that the Lord was sold as a slave, purchased by the temple money used for the buying of the sacrifices (ST Dec. 17, 1912). {5BC 1123.3}"
2265,271,271,paragraph,Luke,22,"31, 32. See EGW on Matt. 16:22, 23. {5BC 1123.4}"
2266,271,271,paragraph,Luke,22,"31-34 (Matt. 26:31-35; Mark 14:29-31). Peter Tempted the Devil.-- [Luke 22:31 quoted.] How true was the Saviour's friendship for Peter! how compassionate His warning! But the warning was resented. In self-sufficiency Peter declared confidently that he would never do what Christ had warned him against. ""Lord,"" he said, ""I am ready to go with thee to prison and to death."" His self-confidence proved his ruin. He tempted Satan to tempt him, and he fell under the arts of the wily foe. When Christ needed him most, he stood on the side of the enemy, and openly denied his Lord (MS 115, 1902). {5BC 1123.5}"
2267,271,271,paragraph,Luke,22,39-46. See EGW on Matt. 26:36-46. {5BC 1123.6}
2268,271,271,paragraph,Luke,22,"42 (Matt. 26:42; Mark 14:36; see EGW on Rom. 8:11). Father Is Beside Every Struggling Soul.--Christ conquered by divine strength, and so must every tempted soul overcome. God was with Christ in the Garden of Gethsemane, and by the experience of Christ we are to learn to trust our heavenly Father; at all times and in all places we are to believe that He is tender, true, and faithful, able to keep that which is committed to His care. In the agonizing struggle of Christ, our Substitute and Surety, the Father was beside His son, and He is beside every soul that struggles with discouragement and difficulty (Letter 106, 1896). {5BC 1123.7}"
2269,271,271,paragraph,Luke,22,"42, 43. Gabriel Strengthened Christ.--In the supreme crisis, when heart and soul are breaking under the load of sin, Gabriel is sent to strengthen the divine sufferer, and brace Him to tread His bloodstained path. And while the angel supports His fainting form, Christ takes the bitter cup, and consents to drink its contents. Before the suffering One comes up the wail of a lost and perishing world, and the words come from the blood-stained lips, ""Nevertheless, if man must perish unless I drink this bitter cup, Thy will, not Mine, be done"" (ST Dec. 9, 1897). {5BC 1123.8}"
2270,271,271,paragraph,Luke,22,"43. Life Hid in Christ Cannot Be Touched.--The strength given to Christ in the hour of bodily suffering and mental anguish in the Garden of Gethsemane, has been and will be given to those who suffer for His dear name's sake. The same grace given to Jesus, the same comfort, the more than mortal steadfastness, will be given to every believing child of God, who is brought into perplexity and suffering, and threatened with imprisonment and death, by Satan's agents. Never has a soul that trusts in Christ been left to perish. The rack, the stake, the many inventions of cruelty, may kill the body, but they cannot touch the life that is hid with Christ in God (ST June 3, 1897). {5BC 1123.9}"
2271,271,272,paragraph,Luke,22,"44 (Phil. 2:5-8; Heb. 2:14-17). Christ Took No Make-believe Humanity.--Of Christ it is said, ""And being in an agony he prayed more earnestly: and his sweat was as it were great drops of blood falling down to the ground."" We need to realize the truth of Christ's manhood in order to appreciate the truth of the above words. It was not a make-believe humanity that Christ took upon Himself. He took human nature and lived human nature. Christ worked no miracles in His own behalf. He was compassed with infirmities, but His divine nature knew what was in man. He needed not that any should testify to Him of this. The Spirit was given Him without measure; for His mission on earth demanded this. {5BC 1124.1}"
2272,272,272,paragraph,Luke,22,"Christ's life represents a perfect manhood. Just that which you may be, He was in human nature. He took our infirmities. He was not only made flesh, but He was made in the likeness of sinful flesh. His divine attributes were withheld from relieving His soul anguish or His bodily pains (Letter 106, 1896). {5BC 1124.2}"
2273,272,272,paragraph,Luke,22,"44, 53 (See EGW on Matt. 26:42). Passing Into the Hands of the Powers of Darkness.--Could mortals view the amazement and sorrow of the angels as they watched in silent grief the Father separating His beams of light, love, and glory, from His Son, they would better understand how offensive is sin in His sight. As the Son of God in the Garden of Gethsemane bowed in the attitude of prayer, the agony of His Spirit forced from His pores sweat like great drops of blood. It was here that the horror of great darkness surrounded Him. The sins of the world were upon Him. He was suffering in man's stead, as a transgressor of His Father's law. Here was the scene of temptation. The divine light of God was receding from His vision, and He was passing into the hands of the powers of darkness. In the agony of His soul He lay prostrate on the cold earth. He was realizing His Father's frown. The cup of suffering Christ had taken from the lips of guilty man, and proposed to drink it Himself, and, in its place, give to man the cup of blessing. The wrath that would have fallen upon man, was now falling upon Christ (Sufferings of Christ, pp. 17, 18). {5BC 1124.3}"
2274,272,272,paragraph,Luke,22,45. See EGW on Matt. 26:43. {5BC 1124.4}
2275,272,272,paragraph,Luke,22,54. See EGW on Matt. 26:3. {5BC 1124.5}
2276,272,272,paragraph,Luke,22,"70 (Matt. 10:32; 26:63, 64; Mark 14:61, 62). A Time to Speak.-- When Jesus was asked the question, Art thou the Son of God? He knew that to answer in the affirmative would make His death certain; a denial would leave a stain upon His humanity. There was a time to be silent, and a time to speak. He had not spoken until plainly interrogated. In His lessons to His disciples He had declared: ""Whosoever therefore shall confess me before men, him will I confess also before my Father which is in heaven."" When challenged, Jesus did not deny His relationship with God. In that solemn moment His character was at stake and must be vindicated. He left on that occasion an example for man to follow under similar circumstances. He would teach him not to apostatize from his faith to escape suffering or even death (3SP 127). {5BC 1124.6}"
2277,272,272,chapter_heading,Luke,23,Chapter 23
2278,272,272,paragraph,Luke,23,18-25. See EGW on Matt. 27:15-26. {5BC 1124.7}
2279,272,272,paragraph,Luke,23,"20-23. See EGW on Matt. 27:22, 23. {5BC 1124.8}"
2280,272,272,paragraph,Luke,23,"23, 24. See EGW on Matt. 27:25, 26. {5BC 1124.9}"
2281,272,272,paragraph,Luke,23,26. See EGW on Matt. 27:32. {5BC 1124.10}
2282,272,272,paragraph,Luke,23,33. See EGW on Matt. 27:38. {5BC 1124.11}
2283,273,273,paragraph,Luke,23,38. See EGW on Matt. 27:37. {5BC 1124.12}
2284,273,273,paragraph,Luke,23,"40-43. Salvation in the Last Hours of Life.--Some among the redeemed will have laid hold of Christ in the last hours of life, and in heaven instruction will be given to these, who, when they died, did not understand perfectly the plan of salvation. Christ will lead the redeemed ones beside the river of life, and will open to them that which while on this earth they could not understand (Letter 203, 1905). {5BC 1124.13}"
